0,0,10,0,0,1,61,99804
0,1,10,0,0,0,1,1609
0,5,10,0,0,0,53,85317
0,8,10,0,0,0,78,125560
0,11,10,0,0,0,97,156146
0,12,10,0,0,0,75,120731
0,13,10,0,0,0,93,149707
0,14,10,0,0,1,3,6438
0,17,10,0,0,0,34,54731
0,20,10,0,0,0,43,69219
0,22,10,0,0,1,46,75658
0,3,10,2,0,1,31,51511
0,2,10,1,0,0,31,49902
0,10,10,2,0,0,39,62780
0,4,10,1,0,0,67,107853
0,15,10,2,0,0,7,11268
0,6,10,1,0,1,85,138438
0,16,10,2,0,0,84,135219
0,7,10,1,0,1,67,109463
0,18,10,2,0,1,7,12877
0,9,10,1,0,0,39,62780
0,26,10,2,0,0,42,67609
0,19,95,1,0,1,3,6438
0,27,10,2,0,1,13,22536
0,21,10,1,0,0,30,48292
0,29,10,2,0,1,8,14487
0,24,10,1,0,0,81,130390
0,31,10,2,0,1,19,32194
0,25,10,1,0,0,32,51512
0,36,10,2,0,1,58,94975
0,32,10,1,0,1,77,125560
0,37,10,2,0,0,15,24146
0,33,10,1,0,0,74,119121
0,43,10,2,0,0,23,37024
0,48,10,2,0,1,62,101414
0,34,105,1,0,1,21,35414
0,49,10,2,0,1,44,72438
0,35,10,1,0,0,21,33804
0,55,10,2,0,0,97,156146
0,38,10,1,0,1,26,43463
0,42,10,1,0,1,24,40243
0,45,10,1,0,1,18,30585
0,46,10,1,0,0,20,32195
0,47,10,1,0,0,52,83707
0,51,10,1,0,1,73,119121
0,52,10,1,0,1,85,138438
0,57,10,1,0,1,50,82097
0,23,10,0,0,1,15,25755
0,28,10,0,0,1,48,78877
0,30,10,0,0,1,82,133609
0,39,10,0,0,1,65,106243
0,40,10,0,0,1,80,130389
0,41,10,0,0,1,66,107853
0,44,10,0,0,1,97,157755
0,50,10,0,0,1,80,130389
0,53,10,0,0,0,65,104634
0,54,10,0,0,0,21,33804
0,56,10,0,0,1,66,107853
1,58,10,0,0,0,50,80487
1,61,10,0,0,1,97,157755
1,72,10,0,0,0,37,59560
1,59,10,1,0,1,33,54731
1,77,10,0,0,0,96,154536
1,65,10,1,0,0,28,45073
1,81,10,0,0,0,77,123951
1,66,10,1,0,0,20,32195
1,82,10,0,0,1,67,109463
1,70,10,1,0,0,92,148097
1,83,10,0,0,1,2,4828
1,71,10,1,0,1,15,25755
1,87,10,0,0,1,20,33804
1,80,10,1,0,1,27,45072
1,88,10,0,0,0,66,106243
1,84,10,1,0,0,39,62780
1,90,10,0,0,0,66,106243
1,89,10,1,0,1,64,104633
1,92,10,0,0,0,63,101414
1,94,10,1,0,0,33,53121
1,93,10,0,0,1,41,67609
1,97,10,1,0,1,51,83707
1,95,10,0,0,0,24,38634
1,102,10,1,0,0,51,82097
1,96,10,0,0,0,92,148097
1,108,10,1,0,0,58,93365
1,99,10,0,0,1,77,125560
1,114,10,1,0,1,93,151316
1,103,10,0,0,1,22,37024
1,116,10,1,0,0,60,96585
1,107,10,0,0,0,34,54731
1,119,10,1,0,1,67,109463
1,120,10,1,0,0,42,67609
1,126,10,1,0,1,69,112682
1,127,10,1,0,0,19,30585
1,109,10,0,0,1,41,67609
1,112,10,0,0,0,63,101414
1,117,10,0,0,1,47,77267
1,60,10,2,0,0,29,46682
1,62,10,2,0,0,68,109463
1,63,10,2,0,1,82,133609
1,64,10,2,0,1,25,41853
1,67,10,2,0,1,70,114292
1,68,10,2,0,0,25,40243
1,69,10,2,0,1,15,25755
1,73,10,2,0,0,96,154536
1,74,10,2,0,0,50,80487
1,75,10,2,0,1,33,54731
1,76,10,2,0,0,82,132000
1,78,10,2,0,0,59,94975
1,79,10,2,0,1,37,61170
1,85,10,2,0,1,52,85316
1,86,10,2,0,1,18,30585
1,91,10,2,0,1,76,123950
1,98,10,2,0,0,11,17707
1,100,10,2,0,0,15,24146
